tweet_id,airline_sentiment,text
569805215605456900,negative,"@united First complaint filed on Feb 11th, over 10 days now and still no response....disappointed but not surprised...."
569804677472251900,negative,@united Morning! 4603 has been delayed by 7 hours. Can you get me to Newark for my 10am meeting?
569801303204851700,negative,@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable
569792291264712700,neutral,@united the child is two years old
5.6979179202915123e+017,negative,@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail
569785570320195600,negative,@united was trying to change a flight online but got an error can you help via DM?
569785074910154750,neutral,@united followed you and DM'd you
569782352223666200,positive,@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.
569781926162145300,negative,@united you are terrible.
569780939280093200,neutral,@united  @DENAirport United 787 in snowy Denver. http://t.co/w1AaKJumXA
569780773194113e3,negative,"@united I'm glad you didn't mean to, but it doesn't excuse your inefficiency! Only took 70min for the bags, we were your only arrival flight"
569780368309657600,negative,@united I attempted to book a ticket 3 times and kept getting a 'error' message. I hope you didn't still charge me.
569777772115193860,negative,@united … But friendly efficient air attendants in coach #UA992 http://t.co/49pV3KcHNR
569777329330884600,negative,"@united Coach interior on UA 992 looked like it was salvaged from the 80s. Tiny unusable video, no power &amp; lifevests on the floor #UA992 …"
569769708569767940,negative,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.)
569769624780165100,negative,@united on plane to Newark now. I was checked in as Rebecca Levi. My bag is under her name too.
569767266075742200,neutral,@united can you help me add my KTN to this reservation PLZ?
569765076980215800,negative,@united aaaand 7 hours Late Flightr won't be catching a flight til 6AM...stuck in at airport in a snowstorm with no hotel-how's that for patience?
569763359278506e3,neutral,@united whats UA 1205 lax - newark ??
569763346431414300,negative,@united @DelonGerry ual sucks
569762463811383300,negative,@united not happening.  Delta took care of us.  Peace!
569762365572558850,negative,BUT @united just re-booked to BOS; UGGH!! now 3 hour bus to WMASS home. Could have flown to BDL &amp; back to DC in same time. #unitedairlines
569762067097501700,negative,@united you have now lost my bag. Never ever flying United again #joke
569758414810849300,negative,"@united appreciate it, but changing time by 10 min multiple times 6 hours before flight is just annoying and seems like you have 0 clue"
5.6975696793514803e+017,negative,"@united Missed UA1568 connection due 2 mechanical failure UA1543 (""uplink prob""). I will lose ~$400 in clients Mon. How can you compensate?"
569755876401274900,neutral,@united you'll be hearing from me for sure.
569754680626008060,negative,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United
569753797704024060,negative,"@united Yes I did.  We headed out to de-ice 5 minutes after I sent it to you.  Made it to Austin, but am now waiting for the luggage."
569753041420865540,neutral,@united In Ethiopia adopting a child.  Need flight home from ADD to GRR Late Flight 2/27 or very early 2/28. (need to change existing reservation)
569751515461603300,negative,"@united after a Cancelled Flighted flight, and 2 delays, you lost my luggage AGAIN! You're the WORST! Disgraceful! Awful company, horrible service!"
569751096580812800,negative,@united doesn't help the 100 or more passengers that just arrived an hour Late Flight.
569750540302680060,negative,@united 40 minutes on tarmac now. That's after 9 hour delay.
569749896095359e3,negative,@united I am very glad I took care of own rescheduling now that UA 1580 from OGG was Cancelled Flightled. http://t.co/H3k3oWOhD1
569749422482960400,negative,@united Tried filling out the status match form and got hit with an error message. How can I tell if it went through? http://t.co/JbDkxd6eFz
569749233344983040,negative,@united Is flight 746 going to sit on the tarmac FOREVER?????????
569748884164988900,negative,@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.
5.6974868781284557e+017,negative,@united that's why I blame your company. Because it had every opportunity to do a job and managed to fail each time for just lazy reasons
569748572104560640,positive,@united I wanna be grand staff
569748501342478340,negative,"@united SF crew lack a lot of customer service, LAX employees are a lot better. Wonder why..."
569748491943039e3,negative,@united that's why I missed my flight. If the flight had been held for 5 minutes I would have made it. I watched it pull away from the gate
5.6974828994536243e+017,negative,@united also didn't ice the frozen metal walkway. Wasted 40 minutes because no one knew how to do simple jobs.
569748099616215040,negative,@united your ground crew was inept and left a truck sitting on the Tarmac. Didn't have a gate agent once we got a gate.
569747706047934460,positive,@united I wanna be ride United airline! I love airplane
569747702981853200,negative,"@united after 2 days - 1 flight Cancelled Flightled, another delay for 8 hours- united gave me a $7 food voucher. That's how much they value my time??"
569747668232065e3,negative,@united checked me in through security under the wrong name and given the wrong boarding pass. #AirlineSecurity
569746687805095940,negative,"@united what the hell? Flight 746. Delayed since 3 pm, finally boarded and now sitting on the tarmac? Is this f&amp;&amp;%$cking plane Ever leaving?"
569745645956771840,negative,"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ"
569745365940830200,negative,"@united I am a loyal Premier Platinum member, but the lack of communication was really bad. Also, i don’t see that it has taken off yet"
569744378354401300,negative,@united thanks for having changed me. Managed to arrive with only 8 hours of delay and exhausted
569744079027896300,negative,"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?"
569743891714347e3,negative,"@united If you consider 50 mins for bags @ 10:00pm on a Sunday night ""as fast as they can"", you should reconsider what you think that means."
569743079491547140,negative,"@united It's the horrible attitude from staff after , not just the delay. Not the level of service or respect one expects from United"
569741986502041600,negative,@united why do you want me to be loyal  if don't let me carry on my bag that easily fits in overhead
5.6974136664261837e+017,neutral,"@united UA flight 1247. SFO to LAX took my carry on at gate. I'm Group 2, overhead bins are empty"
569741325454540800,negative,@united On top of that I paid for 1st class and my wife got stuck in coach.
569741306190172160,negative,@united Ph the pat answers are BS. After I was denied boarding it sat at the gate until 9:05! Your employees totally suck.
569740959610572800,negative,"@United Over the last week, United has provided me with the worst customer service experience of my life. Disgusting. #united"
569740316577632260,negative,@united 24 hrs since flight landed and ZERO info on my missing bag? rough ETA would be hugely helpful + restore some confidence
569739044004823040,negative,@united big surprise #nogate waiting for our plane. Same fucken issues everything I fly you. #fail #worstairlineever
569738845895335940,negative,"@united Not to belabor my point,but shouldn't I be able to put a laptop bag above my seat?  Why is it announced to leave it for rollers? Thx"
569738748885278700,negative,@united maybemange the airline alittlebetter. Arrived at LAX and no GATE! #howisthatpossible always the same thing w/u
569738245237395460,negative,@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?
569734991862607900,negative,"@united even after running to gate from your connecting flight, your customer service not let us in the plane that was just parked. Stranded"
569734065697353700,negative,@united I'm desperately trying to understand how my girlfriend is being treated with this Cancelled Flightled/delayed flight.  #unacceptable #ORD
5.6973135333758157e+017,negative,"@united Nope, no more chances. Your airline messed up both ways of our trip."
569730716692394e3,negative,@united Why announce it is for rollers at all? If I want to put a coat in there isn't that my choice?  How about all gate checked? Thx
569730682949398500,positive,@united you're my early frontrunner for best airline! #oscars2016
569730182371635200,negative,"@united  bags left behind because plane overweight, be great if knew as soon as we landed, instead letting us wait 45 minutes with no info."
569729325546602500,negative,@united You are a F&amp;$KING joke. Your customer service is woeful. If your staff tell a passenger that they will do something do it!
569726059937185800,negative,@united was a sponsor of the oscars? No wonder it was a half hour delayed. #Oscars
569725892324253700,positive,@united Worked like a charm. Bag was waiting on the carousel when we got to baggage claim. #welldone #goodflight #friendlysky
5.6972580506600243e+017,negative,@united will lose my bag but won't give me free pretzels #frauds
569724822177095700,negative,"@united you are trying to charge me 150 bucks because you lowered your award tickets and I want to get my hard earn points back, total BS"
5.6972470506359603e+017,negative,@united does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time? #gottogetbetter
569724682695368700,negative,@united Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!
5.6972428133403443e+017,negative,"@united typical caned response from UA, fix your crappy performing, last placed/ranked airline in this century!"
569724257879502850,negative,@united is it even legal for you guys to advertise flights that you cant honor??
569724245963444200,negative,@united customer service is the WORST. hanging up on customers intentionally after one hour on hold.
569724186173640700,negative,@united was forced  to book a flight on a different date than originally planned for a higher price $1130 felt like a bait and switch tactic
569724119748636700,negative,"@united love how you don't give a shit about people who tried to be loyal, but you screw them every way till Sunday. Glad I've stayed away"
569724056645140500,negative,"@united tried a different flight IAH-MNL 4/1/15-4/17/15, 6 flights are advertised for $1038 but are not bookable (due to partner error)."
569723994468962300,negative,@united it will be on a different airline.
5.6972398526235443e+017,negative,@united and was told that its been the case for weeks but is still not resolved.
569723932355358700,negative,"@united clicked ""upgrade now"" and it didn't upgrade. What gives? http://t.co/N7oSjz8a59"
569723892358467600,negative,@united you advertise the flight and its still on you website and still can't be book. spent over 2 hours with united support
569723768773349400,negative,@united tried to book a flight IAH-MNL departing 3/31/15 returning 4/17/15 you are advertising 9 flights for $1051 that can't be book!
569723119415513100,neutral,@united I just booked a flight for (2). When I view my reservation it has MI connected to First name. Is this a problem? can it be changed?
569722907187752960,negative,@united quick (serious) question - any resources/ratings showing the quality of service is better than 8th place? http://t.co/deWIthPeW2
5.6972223034033357e+017,neutral,@united How do I get through @TSA to finally board UA 1534?
569722020776116200,negative,"@united yes I have and I was calling in regards to speaking to someone about it even further, but unfortunately i was just bounced around."
569721972600528900,negative,@united Flight 472 from ORD couldn't let me know about this? Found out via app minutes before landing. Awful flight. http://t.co/DQJl8vZ2h2
5.6972180489127117e+017,negative,@united i need help but in spanish
569720565319102460,negative,"@united A very disappointing experience - plane mech. delay and next one didn't wait. No sincere apology, just told me to complain online"
569720394782875650,negative,@united I lost my sunglasses on the flight from OKC to IAH this morning (8am takeoff) .. is there any way to retrieve them?
569717327966691300,neutral,@united @reccewife with the exception of everything you've asked for. Heh
569716774431666200,negative,@united UA1731 - Denver to Austin...  Still on the ground...
569716703556444160,negative,@united either your staff or whoever you contract with at PVD is failing you big time tonight...
569716594731044860,neutral,@united UA1469. Just landed.
569716558487904260,negative,@united considering it. Currently gold on @delta. Why should I make the jump for an upcoming flight from SFO to Singapore?
569716148293349400,neutral,@united flight 435
569716101027745800,negative,"@united worst flights I've ever had. ground crew ignored our plane, made me miss flight and now I have to cover the cost of a hotel. #DEN"
569715707736420350,negative,@united customers aren't dumb. These revenue based programs will hurt everyone. Not gonna save money like you think
569715687469420540,negative,@united it was me who had the problem won flight ua 1580. I called and rebooked myself found my own hotel and taxi
569715563385085950,positive,@united will do. Thanks for the help. Cheers
569715552702345200,negative,"@united bull crap.  I spent $600 on a recent trip.  That's not small change. I got 10,000 AA miles.  Would have only been 6600 UA"
569715233549369340,negative,@united yes I did. Terrible service from your courrier
569714640764035100,negative,@united compensate us for new clothes bet you won't
569714541178679300,positive,@united I have 8 flights with you in the next two weeks :) let's make some good memories!
569713494821482500,negative,"@united, we're stuck at OGG, looks like flight will be Cancelled Flightled. Can you help? =)"
569711632991047700,negative,@united yea they been booked on 10 next avalible flights since sat 7am. And when time comes no plane 2nd day of work missed #hotelliving
569711003585220600,negative,@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams
569710853160710140,negative,"@united I tried the online tracking and they said something like ""attempting to locate luggage"""
569710627649761300,negative,@united your worker told us not to call because we'd be talking to someone in Thailand...
569710389757419500,negative,@united - Going on 3 days (tomorrow) and I still haven't received my bag from my flight to Toronto. Would love to see some seriousness here.
569710365770182660,negative,@united is there nothing you can do for me? No compensation at all? Given the circumstances I feel like there must be something you can do
569710260136640500,negative,@united there is a disconnect between your PR group and the actual business strategy and employee attitude on the ground.  #liars #united
569710072491745300,negative,@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?
569710019333107700,negative,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections
569709992175116300,negative,"@united if you don't like delayed bags, why do you let it happen so much?"
569709452594524160,negative,@united the delay is due to customer service for 20 people?  What about the DIS-SERVICE you provided for 100+?  #FlightFail #Hour20Delay
569709350903631900,positive,@united he is so excellent and so reliable :) #happycustomer
5.6970924615089357e+017,negative,@united but again UNITED DOESNT GIVE 2 SHITS ABOUT THEIR CUSTOMERS
569709136813826050,negative,@united its funny how none of ur tweets back are helpful what I want is to read 'ya we'll change that so our customers get better service'
569707970876936200,neutral,@united She is travelling from Melbourne (Australia ) to Bogota (Colombia) tomorrow
569707569448558600,neutral,@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you
569707473973739500,positive,@united it was delivered! Thank you for making sure it arrived at my doorstep!
569706638283833340,negative,"@united really needs to get its act together. Really disappointed in our change of flight, delayed flights, etc."
569706336268611600,negative,"@united-rebooked to OMA - 180 miles from my destination. Spotty customer service. I get staff stressors but come on, this is your business."
569705870830874600,neutral,@united Why have airlines always told us they can't open a cabin door once it has been closed?  This plane has done it 3 times tonight.
569705869816012800,positive,“@united: Looking for a reason to travel? #quote http://t.co/GGuIg3t28z”
569705838870466560,negative,@united I can't find any Late Flight evening flights. Are there other airports that would have an overnight flight?
569705813142409200,negative,@united Thanks for the vague canned response that doesn't address the issue!
569705563287896060,positive,@united thank you!
569705220088795140,negative,@united that's not good enough for all of us affected by the awful organization and timing and have now been set back
569705212274995200,negative,@united  Otis in the baggage claim by Bay #8. not at all happy but not nearly as pissed.
569704478808485900,negative,@united Why is my time less important to you?  #StrandUsInDenver #HourAndTenMinuteDelay #FlightFail
569703875390918660,negative,@united airlines: you kidding? Bagage lost this morning from ny to Washington and still no trace? #badservice
5.6970348093340877e+017,negative,@united I did. It took about an hour and a half though
569703328940032e3,negative,@united Why have you never held a plane for me? #HourDelay #MultipleDoorOpeningAndClosing #DangerOfGettingSnowedIn
569702566126325760,negative,@united i did but i got nothing from it. Just dissapointment =(
569701607144693760,negative,@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M
569701377779183600,positive,@united I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations.
569701178054811650,negative,@united Made@it to the gate at 8:23 and they wouldn't let us on. http://t.co/xAToxBnsFa
569700247275876350,negative,@united time to give up my 1K status and switch to @Delta - you are so terrible I can't even describe.
569700243383537660,positive,"@united Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)"
569699965527666700,negative,@united You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate.
569699471954587650,negative,@United #1758 now going in 40 min waiting for other plane to vacate gate. #findanothergate
569699171868938240,negative,@united Flight 2 is 2:30 hrs delayed so far b/c of Late Flight crew. Now we are literally waiting while they have dinner acc. to honest gate agent.
569698949474291700,negative,@United many people on Ua6318 are going to miss connections due to long wait time in SFO tarmac. Seriously u can't find an empty gate?
569698788216049660,negative,@united You're trying to solve problem of your own making. Charging for checked luggage forces checking at gate. Brilliant.
569698504467021800,negative,@united we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing
569698085821001700,negative,"@United ""delayed due to customer service"" Huh? http://t.co/XlTV5z6sT1"
569697793801134100,negative,@united what about the poor customer service at checkin at Kansas KCI?!? That's it???
569697646501363700,negative,@united except all of that delayed the flight anyway.
569697298768203800,negative,@United maybe find a different gate #ua1758
569697234574581760,negative,@united I sent a message. It's very irresponsible that my suitcase cannot be found. This is truly worst service ever... #fedup #disastrous
569696881330167800,negative,@United landed in den on time stuck waiting for gate for 30 min. Maybe an update would be a good idea capt?
569696313824161800,negative,@united wanted to point out that not one United crew has been sympathetic. Questions unanswered. MileagePlus is starting to look like a joke
569695553644322800,negative,@united can we get an explanation on why UA978 from São Paulo to Houston has been delayed? Now we're hearing from crew about Cancelled Flightlations.
569695452368670700,negative,@united Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook. Asking for a relative.
569695198239793150,neutral,@united Can you tell me Jet Airways award availability?
569693820398510100,negative,"@united I understand the intent was not to inconvenience, but catching a cab back to the airport to show them wet clothes wasn't an option."
569693689766907900,neutral,@united What are the chances of my flight to EWR from PIT being Cancelled Flighted tomorrow?
569693430902861800,neutral,@united @baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need
569692936880791550,negative,"@united, wife landed in DC 5hrs ago. luggage did not, was told it would B delivered/Hotel by 8pm. It's now 10pm, no luggage. #UA484"
569692618797355e3,neutral,@united on a flight at 11:30 tomorrow.
569690742169292800,negative,@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge
569690626293305340,negative,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline
569689096882425860,negative,@united why is it that Sundays when my husband travels to Chicago he's stuck at Tarmac &amp; misses connecting flight always
569689076439392260,negative,@united Well I can tell you that your customer service at RDU airport is horrific but is exception at O'Hare in Chicago.
569688560376221700,negative,@united sitting on UAL 683 - a comedy of errors.  UAL is incompetent
569687374193680400,negative,"@united on #UA3785 tonight and told delayed due to Late Flight crew. No idea where crew coming from, your staff ++unhelpful. Any ideas?"
569685747080372200,negative,"@united, take a look at status of 683, sitting at ORD ... This ain't cool, yo."
5.6968558178720563e+017,positive,@united bummer but thank you for the quick response
5.6968496377750323e+017,negative,@united I didn't have time to take my wet clothes/suit back to the airport and wasn't going to pay for another cab to do so.
569684654380486660,negative,@united didn't realize my bag/ contents were wet until I got to my hotel. Sent my suit/shirts out to be dry cleaned. Mtgs start tomorrow.
5.6968428270625997e+017,negative,"@united You load our plane at ORD knowing pilots are 2 hrs Late Flight, then discover plane needs to be fueled? #WTF #united #incompetent"
569683734951170050,negative,@united resolved and im sick and tired of waiting on you. I want my refund and I'd like to speak to someone about it.
569683647990599700,negative,@united I'm really glad I just waited on the phone for over an hour to be sent to a voicemail. Your customer service sucks. Nothing has been
569683567552262140,negative,"@united, you just caused a riot on the airplane. Never seen anything like this"
569681831039074300,negative,"@united Instead of sending inaccurate emails about delay every 5 min, just say we will get you there when we get you there."
569681799984492540,negative,@united so glad I've been waiting for 1 hour and 15 minutes and Ive been transferred 3 times without resolving anything. Worst service ever.
5.6968174603738317e+017,negative,@united we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.
569681499928158200,positive,"@united They let us know in advance of the reboot, yes :) Thanks for the attentiveness!"
569681060553826300,negative,@united lol too little too Late Flight
569681019185573900,negative,@united yes. Bags came 1 hr after I arrived at baggage claim. Awful experience on the ground at BHM
5.6967987170778317e+017,negative,@united @FernHeinig18 your delay is due to your own making. We have now been back to the gate multiple times. Maybe take accountability
569679642447052800,negative,@united Why do I have to give up my leg room so these 4 people (not in my row) can fill the bin?  Pls start charging. http://t.co/2nY5TuXFqf
569678975049588740,negative,@united please tell CLT flight 4232 needs a gate. Waiting now for 15 mins.
569677636613439500,negative,@united Why did you load us in this flying sardine can if you knew the pilots were 2 hours Late Flight?? #incompetent beyond belief
569676933778292740,neutral,@united booked EWR-FLL in first for two on 3-8. Let's see how you compare to the garbage @AmericanAir first class has become
569676871744364540,negative,@united your seats are god awful.
569676535973744640,negative,@united good try but @SouthwestAir got her here safer and sooner
569673939183493100,positive,@United Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled.
569673431224074240,negative,@united 3 hour 45 min delay so far..... Would love to round to 4 hours to just go to bed!
569672116750004200,neutral,@united Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket ...I can't do both. Can you help?
569671617674022900,neutral,"@united I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?"
5.6967146836933837e+017,negative,@united I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future?
569669992624431100,negative,@United is truly the drunk uncle of boarding. Don't believe gate agent that overhead is full; don't reserve aisle http://t.co/cdZhTyd0aK
569669516185063400,negative,@united i sure will
569669336991969300,neutral,@united on the plane. I was thoughtful enough to ask for it and got it; there are prob others that also deserved it
569668741484515300,negative,"@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?"
569668488408616960,negative,"@united Appreciated, but in this case we waited an extra 55 minutes for a lost mechanic to fax the log. Fax...like in the 80s."
569667955727818750,neutral,@united S/O to @Delta for coming in clutch and finally taking me home 🙌🙌
569667082499035140,negative,@united customer service sucks!  They hang up after waiting an hour and talking for 5 minutes.
569666840370110460,negative,@united JP - DM message who? Can't get a DM through to @united
569666771717890050,negative,@united strikes again! Why board anyone if there's something wrong with the plane? Common sense.
569666686086819840,negative,@united:  thanks for the miserable trip GNV&lt;&lt;&lt;FSD on 2.19-2.21.
569666679963312100,negative,@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???
569666428388958200,neutral,@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!
5.6966635279489843e+017,positive,@united social media team is on point on #OscarNight :)
569666115477098500,negative,@united always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence
569665976062644200,negative,@united is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united
569665600403808260,negative,@united this is it... Last time I fly #UnitedAirlines  you screw up every trip now will be stuck in ord and miss work.
569665343880368100,neutral,@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.
5.6966525860584243e+017,negative,"@united I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay."
569665177135812600,negative,@united I need help with a missing bag.
5.6966484952292557e+017,negative,@united I was. But I have given up.
569664250521763840,neutral,"@united can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter."
569663725172437e3,negative,@united you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay. Help!
569663687222542340,negative,@united UA647 heading back to gate bc improper load? if ur packing us to the gills should at least take care to load bags. expecting comp...
569663371353546750,negative,@united is the worst airlines sitting on the plane at  Houston-bush airport now for an hour and a half waiting for Late Flight passengers
569662934520999940,negative,@united might possibly have the worst service on the planet.
569662789377064960,negative,@united deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting. Neverflyunited
569662132582621200,negative,@united Hey so many time changes for UA 1534. We going tonight or what? MIA - EWR
569662077742096400,negative,@united and that it would be sent on the next flight to Hayden/steamboat (HDN) from Denver. So I'm hoping its on there
569661926067736600,negative,@united and pick it up and just bring it on the shuttle. When I went to double check on that they said it was still on the concourse
569661767158075400,negative,@united I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse
569660740396720100,negative,@united missing a day of vacation to see my husband because of this delay but stuff happens and I get that. Just wish it was handled better
569660691256188900,negative,@united UA1534 has now had 11 different departure times. Wtf. Make up your mind.
569660461601447940,negative,@united thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to. #incompetence
569660452428513300,positive,@united thank you for following up!
569659878693695500,positive,@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.
569658769686339600,neutral,@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?
5.6965850357029683e+017,negative,"@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?"
569657781835460600,neutral,@united If an award is no longer showing available could it possible become available again?
5.6965720232522957e+017,neutral,@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin
569656504946536450,neutral,@United can you help me get from IAH to SFO earlier tonight?
5.6965632215456563e+017,negative,@united was so on point for 5/6 of my flights this past week . . But this last one really sucks shit
569655584540266500,negative,@United and here i thought American was bad. Horrible Service. Over 2:30 min Late Flight. No excuse!
569654946179579900,negative,@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!
5.6965474905586483e+017,negative,@united I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let me.Seems to be ongoing
569654709964836860,negative,@united How about free wifi when your flights delayed? Only 20 mins allowed!
569654439646269440,neutral,@united I did. they told us the wrong carousel number.
569654428636049400,neutral,@united no thanks
569653506291818500,negative,@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies
569652316816719900,negative,@united this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston
569652058518908900,negative,@united why do you hate your passengers?
569651548881465340,negative,@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance
569651277916999700,negative,.@united in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good.
569650401085157400,negative,@united is my flight delayed? It keeps changing between delayed and not??? If delayed is checkin time Late Flightr??? http://t.co/NTUIx5dbYR
569650320613052400,negative,@united what a long day of delays. Please get us to Dallas tonight!!!!  Fingers crossed!!!  #winterstorm2015 #whichisworsedenordfw.
569649820798881800,negative,@united -How is it that all my flight times were changed without any official notification? Almost missed my flight this morning. Not cool!
5.6964980620264243e+017,negative,@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location
569649006986407940,neutral,@united #LAX #sunrise UAL212 LAX-JFK
569648584909434900,neutral,@united ...would be on the next flight to Hayden/steamboat
569648492190179300,negative,@united we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on
569647694005870600,negative,"@united, there is no good word for describing how angry and pissed off of a customer you have made me."
5.6964761519489843e+017,negative,"@united Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever.  #UnitedAirlines"
569647413285265400,positive,@united Denver baggage handlers you totally impressed us today. Our lungs barely made the run to connect but our bags had no problem! #DEN
569647347547955200,negative,"@united flight 3870 to Newark, stuck in the runway. About to miss my connection and they are just sorry for my inconvenience!!!!!!"
569647174277042200,negative,@united false.
569646538814824450,negative,"@united sitting on the runway in Newark, they won't let the plane to a gate. My connection boards in 1 minute. @united hates us all."
569646535215939600,positive,"@united thanks, it was my first time in a United lounge and felt welcomed."
569646446586171400,negative,".@united all other ANA ticket holders get to use the lounge, too. But not us. Because United booked us. #grumpykim"
569646005315973100,neutral,"@united Good evening, UA. Can you assist with an issue via DM?"
569645582387556350,negative,@united Never had a flight delayed an hour due to an unbalanced load. And more delays at @flyLAXairport. Great job idiots.
569645368075554800,negative,@united 100. % failure in 2015 #UnitedAirlines
5.6964506579206963e+017,positive,@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk
569645048696053760,negative,"@united you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines"
569644957188939800,negative,"@united Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays."
569644171331538940,negative,@united seriously? 45 min on the plane at bhm and now 30 min in baggage and still no bags? #worstairlineever
569643671198572540,positive,@united thanks for updating me about the 1+ hour delay the exact second I got to ATL. 🙅🙅🙅
569642899828133900,negative,@united but we are on All Nippon now (booked by United to replace the one we missed).
569642078990258200,negative,@united what is this subtlety gate changes? Are you kidding with me?
569642063005753340,negative,"@united been good 15yr ""friendly skies"" relationship. 2day agent told me I'm ""only Canadian"" and thus not good enough for military preboard"
5.6964180507303117e+017,negative,@united yes was trying to upgrade my seat. Now there are no available spots
569641735086858240,negative,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” inconvience*
569641686101585900,neutral,"“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” free tickets , for the i convince ."
569641615721140200,negative,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” the service just hasn't been great.
569641607584206850,negative,".@united I think not. I'm not flying you again, if I can help it."
569641346316640260,positive,@united Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.
569641326536462340,negative,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever
56964131971217e4,negative,"@united we were told when we checked in, as soon as we were allowed to, that there are no other seats available on the plane except middle."
